Year,Title,Duration,URL,Description
2017,Selections from the Department of Drawings and Prints: Lagoons to Monsoons,"November 21, 2017–February 5, 2018",https://www.metmuseum.org/exhibitions/listings/2017/drawings-and-prints-november-rotation,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in the Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to 100 objects grouped by artist, technique, style, period, or subject. This installation features a selection of prints illustrating the lavish festivities and ceremonies celebrated in Venice, a city that always been intimately tied to the sea; portraits of artists by Spaniards, including Francisco Goya (1746–1828) and Pablo Picasso (1881–1973), which reveal the great variety of ways these artists approached their sitters; a focused look at canceled printing plates; a group of poetic British landscape drawings and watercolors selected to elucidate a new acquisition, Sabrina , by Samuel Palmer (1805–1881); British and American watercolors and color woodcuts focused on dramatic skies by John Constable (1776–1837), David Cox (1783–1859), and Arthur Wesley Dow (1857–1922); drawings made by British artists who worked in India during the East India Company period (before 1874); and works by contemporary artists that deal with the environment, both natural and man-made, often in the face of rapidly shifting conditions. Related Content In this Now at The Met blog post , Associate Curator Jennifer Farrell highlights a selection of works on view in this installation that show artists using various techniques and materials to depict ways in which our environment is under assault. Read an assortment of blog posts that discuss works from the exhibitions and permanent collection of the Department of Drawings and Prints."
2017,Edvard Munch: Between the Clock and the Bed,"November 15, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/edvard-munch,"Norwegian artist Edvard Munch (1863–1944) attained fame early in his career for his depictions of human anxiety. Throughout his career, Munch regularly revisited subjects from his earlier years, exploring them with renewed inspiration and intensity over time. Self-Portrait: Between the Clock and the Bed (1940–43) was one of his final such works and it serves as a lens to reassess Munch's oeuvre. This exhibition features 43 of the artist's landmark compositions created over a span of six decades, including 16 self-portraits and works that have never before been seen in the United States. More than half of the works on view were part of Munch's personal collection and remained with him throughout his life. #MetMunch Featured Media ""An illuminating exhibition that . . . teases out a fresh set of considerations regarding [Munch's] vision."" — New Criterion The exhibition is made possible by Leonard A. Lauder. It is supported by an Indemnity from the Federal Council on the Arts and the Humanities. It is organized by The Metropolitan Museum of Art, New York; the San Francisco Museum of Modern Art; and The Munch Museum, Oslo. The catalogue is made possible by The Andrew W. Mellon Foundation."
2017,Rodin at The Met,"September 16, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/rodin,"On the centenary of the death of Auguste Rodin (1840–1917), The Metropolitan Museum of Art celebrates its historic collection of the artist's work. Nearly 50 marbles, bronzes, plasters, and terracottas by Rodin, representing more than a century of acquisitions and gifts to the Museum, are displayed in the newly installed and refurbished B. Gerald Cantor Sculpture Gallery (gallery 800). The exhibition features iconic sculptures such as The Thinker and The Hand of God , as well as masterpieces such as The Tempest that have not been on view in decades. Paintings from The Met collection by some of Rodin's most admired contemporaries, including his friends Claude Monet (1840–1926) and Pierre Puvis de Chavannes (1824–1898), are presented in dialogue with the sculptures on display. The extraordinary range of The Met's holdings of Rodin's work is highlighted in an adjacent gallery (gallery 809) with a selection of drawings, prints, letters, and illustrated books, as well as photographs of the master sculptor and his art. This focused presentation introduces visitors to the evolution of Rodin's draftsmanship and demonstrates the essential role of drawing in his practice. It also addresses Rodin's engagement with photographers, especially Edward Steichen (1879–1973), who served as a key intermediary in bringing Rodin's drawings to New York. #RodinatTheMet Featured Media The exhibition is made possible by the Iris & B. Gerald Cantor Foundation. Now at The Met Read a blog series on Auguste Rodin at Now at The Met . Heilbrunn Timeline of Art History Read an essay on Auguste Rodin on the Heilbrunn Timeline of Art History."
2017,Japanese Bamboo Art: The Abbey Collection,"June 13, 2017–February 4, 2018",https://www.metmuseum.org/exhibitions/listings/2017/japanese-bamboo-art,"Featuring works of Japanese bamboo art dating from the late 19th century to the present—the period when basketry in Japan became recognized as an art form that transcends ""craft""—this loan exhibition showcases more than 80 bamboo baskets and sculptures created by accomplished artists, including all six masters who have received the designation ""Living National Treasure."" Highlighting key stages in the modern history of Japanese bamboo art, the exhibition is drawn from the Abbey Collection, one of the finest private collections of Japanese baskets and bamboo sculpture; most of the works have never before been presented in public. More than 70 of these remarkable objects—promised gifts to The Met from long-time New York residents Diane and Arthur Abbey—will become part of the Museum's collection, bringing added depth to its already incomparable holdings in Asian art and allowing the Museum to tell the modern history of Japanese basketry from the 1880s through the present. Complementing the bamboo works from the Abbey Collection is a lavish selection of hanging scroll and screen paintings and decorative arts, all from The Met's holdings, that explores the bamboo motif along with related themes such as ikebana (flower arranging) and the tea ceremony. #MetBamboo Featured Media ""... a feat of orchestration"" — New York Times The exhibition and accompanying Bulletin are made possible by Diane and Arthur Abbey. Ikebana arrangements were created by the Ikebana International New York Chapter. Special thanks to Judith S. Hata and Hazue Tamura-Rogers from the Sogetsu School, and Beverly Hashimoto from the Ohara School."
2017,Sol LeWitt:Wall Drawing #370,"June 30, 2014–January 28, 2018",https://www.metmuseum.org/exhibitions/listings/2014/sol-lewitt,"Sol LeWitt (American, 1928–2007) executed drawings by hand throughout his life; in 1968 he extricated his work from the confines of the frame and transferred it directly to the wall. The wall compositions were designed for limited duration and maximum flexibility within a broad range of architectural settings. Initially executed by drafters, these works in their finished state were most often slated for destruction. A seminal practitioner of Conceptual Art, LeWitt emphasized the creative idea that generates a work of art, as opposed to the work's material existence. ""For each work of art that becomes physical,"" he wrote, ""there are many variations that do not."" Sol LeWitt's 1982 Wall Drawing #370: Ten Geometric Figures (including right triangle, cross, X, diamond) with three-inch parallel bands of lines in two directions was installed at the Museum over a period of four weeks. The drawing will be on view in its complete state through January 28, 2018, when it will be painted over. The loan of Wall Drawing #370 is courtesy of The Estate of Sol LeWitt. The installation is made possible by The Modern Circle."
2017,"Delirious: Art at the Limits of Reason, 1950–1980","September 13, 2017–January 14, 2018",https://www.metmuseum.org/exhibitions/listings/2017/delirious,"Delirious times demand delirious art, or so this exhibition proposes. The years between 1950 and 1980 were beset by upheaval. Around the globe, military conflict proliferated and social and political unrest flared. Disenchantment with an oppressive rationalism mounted, as did a corollary interest in fantastic, hallucinatory experiences. Artists responded to these developments by incorporating absurdity, disorder, nonsense, disorientation, and repetition into their work. In the process, they destabilize space and perception, give form to extreme mental, emotional, and physical states, and derange otherwise logical structures and techniques. Delirious explores the embrace of irrationality among American, Latin American, and European artists. Divided into four sections—Vertigo, Excess, Nonsense, and Twisted—this exhibition showcases roughly 100 works of art by 62 artists, including Antonio Berni, Dara Birnbaum, Tony Conrad, Hanne Darboven, Dean Fleming, Nancy Grossman, Philip Guston, Eva Hesse, Alfred Jensen, Yayoi Kusama, Sol LeWitt, Darcílio Lima, Lee Lozano, Anna Maria Maiolino, Ana Mendieta, Bruce Nauman, Jim Nutt, Hélio Oiticica, Claes Oldenburg, Abraham Palatnik, Howardena Pindell, Peter Saul, Mira Schendel, Carolee Schneemann, Paul Sharits, Robert Smithson, Nancy Spero, Paul Thek, and Stan VanDerBeek. About a third of the exhibition is drawn from The Met collection. Linked by a common distrust of reason, the featured works alternately simulate and stimulate delirium, straining the limits of both legibility and intelligibility. Ultimately, the exhibition asks if it is possible to understand a good deal of postwar art, even seemingly rational art, as an exercise in calculated lunacy. #DeliriousMet #MetBreuer Featured Media Conversation on Delirious Art and Times ""Restless, daring show ... a nervy multimedia survey of postwar art."" — New York Times The catalogue is made possible by the Antoinette Kraushaar Fund and Marsha and Jeffrey Perelman. Now at The Met In this Now at The Met interview , Publishing and Marketing assistant Rachel High discusses forms of delirium in art with exhibition curator Kelly Baum."
2017,World War I and the Visual Arts,"July 31, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/world-war-i,"Organized to commemorate the anniversary of World War I, this exhibition focuses on the impact of the war on the visual arts. Moving chronologically from its outbreak to the decade after the armistice, World War I and the Visual Arts highlights the diverse ways artists represented the horrors of modern warfare. The works on view reflect a variety of responses, ranging from nationalist enthusiasm to a more somber reflection on the carnage and mass devastation that resulted. The exhibition, drawn mainly from the collection of The Met and supplemented with select loans, includes prints, drawings, photographs, illustrated books, posters, periodicals, World War I trading cards from the Museum's celebrated Burdick Collection , and other documentary material. This exhibition reveals how artists—including Otto Dix, C.R.W. Nevinson, George Grosz, Käthe Kollwitz, Fernand Léger, Gino Severini, and Edward Steichen—reflected a myriad of styles, approaches, ideologies, and mediums in response to the war and how it influenced modern art. Featured Media World War I and Contemporary Art The exhibition is made possible by The Schiff Foundation. Education programs are made possible by the General Delegation of the Government of Flanders to the USA. The Met's quarterly Bulletin program is supported in part by the Lila Acheson Wallace Fund for The Metropolitan Museum of Art, established by the cofounder of Reader's Digest . Related Content Explore the artists, themes, and works on view in the exhibition in this Now at The Met blog series written by exhibition curator Jennifer Farrell and guest authors. Learn about the role of Bashford Dean—a former curator in The Met's Department of Arms and Armor—in the development of helmets and body armor during World War I in this Heilbrunn Timeline of Art History essay and Now at The Met blog series ."
2017,Christmas Tree and Neapolitan Baroque Crèche,"November 21, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/christmas-tree,"The Met continues a longstanding holiday tradition with the presentation of its Christmas tree, a favorite of both New Yorkers and visitors from around the world. The magnificently lit, twenty-foot blue spruce looms over a vivid eighteenth-century Neapolitan Nativity scene, enshrined in an abundant array of lifelike figures with silk-robed angels hovering above. The scene describes in detail the Mediterranean harbor town's multicultural society. The installation is set in front of the eighteenth-century Spanish choir screen from the Cathedral of Valladolid in the Museum's Medieval Sculpture Hall. Recorded Christmas music adds to the enjoyment of the holiday display. Please note: There are no tree-lighting ceremonies scheduled this year due to the European Paintings Skylights Project . However, seasonal music will continue to be played in the gallery throughout the installation. #MetChristmasTree The exhibit of the crèche is made possible by gifts to The Christmas Tree Fund and the Loretta Hines Howard Fund. Celebrating the Holidays at The Met: Five Things to Know Before your visit, learn more about our beloved Christmas tree presentation and the other festive installations on view this season in this Now at The Met article ."
2017,Leonardo to Matisse: Master Drawings from the Robert Lehman Collection,"October 4, 2017–January 7, 2018",https://www.metmuseum.org/exhibitions/listings/2017/leonardo-to-matisse,"This exhibition traces the development of European drawing from the Renaissance to the early 20th century through works by celebrated masters such as Leonardo da Vinci, Dürer, Rembrandt, Tiepolo, Ingres, Seurat, and Matisse. Approximately 60 drawings from the Museum's acclaimed Robert Lehman Collection present a dynamic array of styles, techniques, and genres—from panoramic landscapes and compositional studies for mythological and biblical narratives to arresting studies of the human form. The selection illustrates different facets of the artists' creative processes—from Leonardo's keen anatomical observation in his Study of a Bear , to Dürer's awakening self-consciousness as an artist in his Self-Portrait study, to Rembrandt's reinterpretation of Leonardo's painted masterpiece, The Last Supper . The exhibition is the first to explore Robert Lehman's significant activity as a 20th-century collector by highlighting the full range of his vast and distinguished drawings collection, which numbers more than 700 sheets. #MetMasterDrawings The exhibition is made possible by the Robert Lehman Foundation. Related Content "" The Final Days: Five Portraits from Leonardo to Matisse ,"" a Now at The Met blog post by Dita Amory, Curator in Charge, and Alison Mangues Nogueira, Associate Curator, the Robert Lehman Collection"
2017,Frederic Remington at The Met,"July 3, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/frederic-remington,"The legacy of the enduringly popular American artist Frederic Remington (1861–1909), chronicler par excellence of the American West, is presented through some 20 paintings, sculptures, works on paper, and illustrated books from the late 1880s until his death. Although he lived and worked on the East Coast, Remington traveled extensively. His insightful depictions of trappers, Native Americans, cavalry, scouts, and, above all, his archetypal cowboys are some of the most iconic images of the Old West. ""This well-chosen show splendidly attests to the enduring richness and vitality of [Remington's] legacy."" — Wall Street Journal The exhibition is made possible by the William Cullen Bryant Fellows. Related Content Read a Heilbrunn Timeline of Art History essay about the life and work of Frederic Remington. In this 82nd & Fifth episode , exhibition curator Thayer Tolles takes a close look at Remington's The Old Dragoons of 1850 ."
2017,Modernism on the Ganges: Raghubir Singh Photographs,"October 11, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/raghubir-singh-photographs,"Raghubir Singh (1942–1999) was a pioneer of color street photography who worked and published prolifically from the late 1960s until his death in 1999 at age 56. Born into an aristocratic family in Rajasthan, he lived in Hong Kong, Paris, London, and New York—but his eye was perpetually drawn back to his native India. This retrospective exhibition situates Singh's photographic work at the intersection of Western modernism and traditional South Asian modes of picturing the world. It features 85 photographs by Singh in counterpoint with works by his contemporaries—friends, collaborators, fellow travelers—as well as examples of the Indian court painting styles that inspired him. The exhibition traces the full trajectory of Singh's career from his early work as a photojournalist in the late 1960s through his last unpublished projects of the late 1990s. Using a handheld camera and color slide film, he recorded India's dense milieu in complex frieze-like compositions teeming with incident, fractured by reflections, and pulsating with opulent color. Singh embraced color as part of a continuous Indian aesthetic tradition that reaches back to the miniature paintings of the Mughal period. He was also deeply influenced by the work of Henri Cartier-Bresson (whom he met in Jaipur in 1966), Bengali filmmaker Satyajit Ray, and American street photographers such as William Gedney and Lee Friedlander. As he traveled along his own artistic path, Singh forged a distinctively Indian style of modernist photography that stands, as he put it, ""on the Ganges side of modernism."" #RaghubirSingh Featured Media Performance The exhibition is made possible by Nita and Mukesh Ambani and the Reliance Foundation. It is organized by The Metropolitan Museum of Art with the cooperation of Succession Raghubir Singh. The catalogue is made possible by the Samuel I. Newhouse Foundation, Inc."
2017,Selections from the Collection of Jefferson R. Burdick,"June 27, 2017–January 2, 2018",https://www.metmuseum.org/exhibitions/listings/2017/burdick-collection-may-rotation,"The Burdick collection of baseball cards constitutes an integral part of The Metropolitan Museum of Art's collection of ephemera and tells the history of popular printmaking in the United States. In 1947, after having approached A. Hyatt Mayor, the Museum's curator of prints and photographs, the Syracuse electrician Jefferson R. Burdick (1900–1963) began to donate his entire collection of over 30,000 baseball cards in large batches, along with another 303,000 trade cards, postcards, and posters, to the Museum. The baseball cards collected by Burdick date from 1887 to 1962 and represent the most comprehensive collection outside of the Baseball Hall of Fame in Cooperstown, New York. The cards on view illustrate the history of baseball from the dead-ball era at the turn of the 19th century through the golden age and modern era of the sport. The baseball cards document the sport through various types of media—from lithography to photography—and imagery illustrating legends as well as the lesser-known players, owners, and teams that have contributed to the history of the game."
2017,Company School Painting in India (ca. 1770–1850),"April 10–December 18, 2017",https://www.metmuseum.org/exhibitions/listings/2017/company-school-painting,"As the British East India Company expanded its purview in India beyond trade to include diplomacy and administration, greater numbers of officers, and eventually their families, were stationed in the region. Many became active patrons of the arts, giving rise to the so-called Company School of painting—or simply Company painting—of the 18th and 19th centuries. Responding to their patrons' European tastes, scientific interests, and sense of discovery, Indian artists—some previously trained in late-Mughal techniques of painting—evolved their styles to create large-scale images of India's flora, fauna, people, and landscape. While formal natural studies comprise a major genre of Company painting, other idioms, such as the picturesque—which offered romanticized views of landscape and architecture—also flourished. This exhibition brings together works from The Met collection that have never before been shown together and features the debut of two recent acquisitions. This exhibition was also on view from July 19 through September 16, 2016."
2017,Talking Pictures: Camera-Phone Conversations Between Artists,"June 27–December 17, 2017",https://www.metmuseum.org/exhibitions/listings/2017/talking-pictures,"Over the past decade, mobile-phone cameras have changed how photographs are made, used, and looked at. While the camera once functioned chiefly as a tool for preserving the past, today people use mobile phones to share their visual experience in real time and with unprecedented intimacy. This exhibition explores what happens when artists are partnered with other artists and the pairs engage in a visual dialogue using only their phones. The Met commissioned 12 artists to participate in the project, all of whom were asked to invite another artist to be his or her conversation partner for a five-month period. From November 2016 to April 2017, the participants sent still images and brief videos back and forth in a game of pictorial ping-pong. They were asked not to write messages or captions and to refrain from sharing their images on social media. Otherwise, the content and frequency of communication was determined by the artists themselves. Highlights of the exhibition include a conversation between Manjari Sharma and Irina Rozovsky, who discovered they were both pregnant and due in April (their conversation ended with images of their newborns); a comical back-and-forth of videos between William Wegman and Tony Oursler; an exchange of photographs of paintings created especially for this project by Cynthia Daignault and Daniel Heidkamp; and a witty dialogue about feminism and political resistance between Nicole Eisenman and A. L. Steiner. The other participating artists in Talking Pictures are Sanford Biggers and Shawn Peters; Cao Fei and Wu Zhang; Teju Cole and Laura Poitras; Njideka Akunyili Crosby and Nontsikelelo Mutiti; Nina Katchadourian and Lenka Clayton; Christoph Niemann and Nicholas Blechman; Ahmet Ögüt and Alexandra Pirici; and Rob Pruitt and Jonathan Horowitz. #MetTalkingPictures Featured Media ""One of the savviest, wisest, most revealing museum exhibitions of the summer"" — New York Times ""If there is a smarter exhibition in New York about where photography is going than this one, I haven't seen it."" — Wall Street Journal The exhibition is made possible by"
2017,On Country: Australian Aboriginal Art from the Kaplan-Levi Gift,"August 11–December 17, 2017",https://www.metmuseum.org/exhibitions/listings/2017/on-country-australian-aboriginal,"This exhibition features six spectacular works of contemporary art by leading Australian Aboriginal artists. Monumental in both scale and ambition, the paintings are part of a 2016 gift that introduces an electrifying new dimension into The Met's representation of global contemporary art. On Country: Australian Aboriginal Art from the Kaplan-Levi Gift explores aspects of nature and the elements—the flow of water, the shine or shimmer of rain and lightning—and their relationship to time and the ancestral landscape. Mastering dynamic resonance, or shimmer, and finding ways to capture it on canvas is a highly valued visual effect in Australian Aboriginal art, and one on which these Aboriginal artists have built international reputations. ""... this small delight of an exhibition should be required viewing."" — Australian Book Review The exhibition is made possible by The Modern Circle. Related Content Read a Now at The Met interview with exhibition curator Maia Nuku to learn more about the works on view and the centuries-old art-making tradition they represent."
2017,Cosmic Buddhas in the Himalayas,"June 24–December 10, 2017",https://www.metmuseum.org/exhibitions/listings/2017/cosmic-buddhas,"Being reborn in one of the heavens inhabited by a living Buddha offered a clear path to enlightenment for Himalayan Buddhist communities. Vairochana, the emanation of the historic Buddha Shakyamuni, sat at the center of the cosmos, while each of the Pure Lands in the four cardinal directions was presided over by a celestial Buddha. The vast and complex Mahayana and tantric pantheon of Buddhist gods and goddesses are emanations of these living Buddhas, while individual deities associated with them personify ideas such as compassion, abundance, learning, or protection. This cosmic organization gave a popular goddess like the savior Tara a clear place within the Buddhist pantheon. At the same time, an advanced tantric practitioner could find a powerful esoteric deity, such as Hevajra, conceptualized in an unambiguous context. This exhibition draws together works of the highest caliber and places Vairochana at the center of the gallery, and the directional cosmic Buddhas on the four walls along with some of their most significant manifestations, presenting this complex Buddhist pantheon of deities in a startlingly simple way. Featured Media The exhibition is made possible by the Miriam and Ira D. Wallach Foundation Fund. Related Content Read a Heilbrunn Timeline of Art History essay, "" Cosmic Buddhas in the Himalayas ,"" by Curator Kurt Behrendt. Enjoy Facebook videos of two talks given by Curator Kurt Behrendt in the Grace Rainey Rogers Auditorium: "" Cosmic Buddhas and the Directional Pure Lands "" (October 4, 2017) "" Emanations of the Divine: The Buddhist Pantheon of the Himalayas "" (October 11, 2017) (Note: If you do not have a Facebook account, simply click ""Not Now"" when you are prompted to log in.)"
2017,The Aesthetic Movement in America,"July 13, 2016–December 6, 2017",https://www.metmuseum.org/exhibitions/listings/2016/aesthetic-movement,"This installation highlights a great strength of The Met collection—arts of the late 19th-century Anglo-American Aesthetic movement. Featuring a range of art furniture, ceramics, stained glass, metalwork, textiles, painting, and sculpture—most from the Museum's permanent holdings and a few select loans—the display explores Aestheticism as a cultural phenomenon of its time that promoted beauty as an artistic, social, and moral force, particularly in the domestic realm. The catalyst for the phenomenon's widespread popularity in the United States was the 1876 Centennial International Exhibition, held in Philadelphia, and Aestheticism remained a driving force through the late 1880s, especially in New York. The period witnessed the flourishing of an artistic culture and lifestyle movement that also encompassed painting, sculpture, and works on paper; the proliferation of art publications, clubs, and societies; an intense interest in collecting and decoration; and the founding of the nation's major art museums. Aesthetic furnishings and objects were intended for fully integrated domestic spaces—as seen, for example, in The Met's latest historical interior, the Worsham-Rockefeller Dressing Room, on view nearby—and reveal the progressive tastes and collaborative spirit of the era."
2017,Gilded Age Drawings at The Met,"August 21–December 6, 2017",https://www.metmuseum.org/exhibitions/listings/2017/gilded-age-drawings,"This exhibition features more than three dozen rarely seen treasures from The Met's collection of late 19th-century American works on paper. Created during America's so-called Gilded Age—which began shortly after the Museum was founded in 1870 and flourished through the 1890s—many of these innovative drawings in watercolor, pastel, and charcoal were acquired during the artists' lifetimes and became the cornerstone of The Met's important holdings in this art form. On view are iconic works by some of the leading American artists of the time, including Mary Cassatt, Thomas Eakins, Winslow Homer, John Singer Sargent, and Louis Comfort Tiffany, as well as several new acquisitions. Three recently promised gifts to The Met are a highlight of the exhibition—works by Cecilia Beaux, John La Farge, and Sargent. The exhibition is made possible by the Walton Family Foundation."
2017,Arms and Armor from the Islamic World,"February 10, 2016–December 3, 2017",https://www.metmuseum.org/exhibitions/listings/2016/arms-and-armor-islamic-world,"This exhibition features a selection of more than three dozen historical examples of Islamic arms and armor, which represent the breadth and depth of The Met's renowned holdings in this area. Focusing primarily on the courts of the Mamluk and Ottoman sultans, shahs of Iran, and Mughal emperors of India, the exhibition celebrates the publication of Islamic Arms and Armor in The Metropolitan Museum of Art , the Museum's first scholarly volume on the subject. Highlights of the installation include a magnificent Ottoman helmet embellished with pious Qur'anic verses in gold and a luxurious gold-encrusted saber bearing inscriptions praising King Solomon (Süleyman)—both from the time of Sultan Süleyman the Magnificent (r. 1520–66); the earliest documented Islamic sword, a ninth-century example discovered in 1939 in the Museum's excavations at Nishapur, Iran; and a dagger covered with a mosaic of rubies and emeralds made in the court workshops of the Mughal emperor Jahangir (r. 1605–27). Also on view are several works that have not been exhibited for decades. #IslamicArmsandArmor The publication is made possible by the Grancsay Fund and The Jessica E. Smith and Kevin R. Brine Charitable Fund."
2017,Sara Berman's Closet,"March 6–November 26, 2017",https://www.metmuseum.org/exhibitions/listings/2017/sara-berman-closet,"The meticulously organized, modest closet in which Sara Berman (1920–2004)—an immigrant who traveled from Belarus to Palestine to New York—kept her all-white apparel and accessories both contained her life and revealed it. Inspired by the beauty and meaning of Berman's closet, the artists Maira and Alex Kalman (who are also Berman's daughter and grandson) have recreated the closet and its contents as an art installation. This exhibition represents Berman's life from 1982 to 2004, when she lived by herself in a small apartment in Greenwich Village. In her closet Berman lovingly organized her shoes, clothes, linens, beauty products, luggage, and other necessities. Although the clothing is of various tints—including cream, ivory, and ecru—it gives the impression of being all white. With its neatly arranged stacks of starched and precisely folded clothing, the closet is presented as a small period room in dialogue with The Met's recently installed Worsham-Rockefeller Dressing Room from 1882, which features clothing from the 1880s of the type that Arabella Worsham, a wealthy art patroness, might have worn. Despite vast differences of scale and ornament, and the separation of 100 years, the two rooms show there were similarities between the life stories of Berman and Worsham (c. 1850–1924). Both began as women of limited means who, by their own ingenuity, created new lives for themselves in New York. The exhibition was originally organized and exhibited at Mmuseumm in New York City in 2015. #SaraBermansCloset Featured Media Inside Sara Berman's Closet The exhibition is made possible by the Frank and Eva Buck Foundation."
2017,Drawings and Prints: Selections from The Met Collection,"August 8–November 20, 2017",https://www.metmuseum.org/exhibitions/listings/2017/drawings-and-prints-august-rotation,"The Robert Wood Johnson, Jr., Gallery displays highlights of European and American prints, drawings, and illustrated books from the Museum's vast holdings of works on paper. Because of their sensitivity to light, these works cannot be on permanent exhibition; each installation remains on view for approximately 13 weeks. The rotations of the gallery consist of diverse pieces—new acquisitions as well as works that might not find their way into a major exhibition. They are selected to show the breadth and quality of the Museum's holdings, ranging from the Renaissance to the present. Highlights from this rotation include a selection of architectural models from the 16th through the 20th century; representations of childhood in French works on paper from the second half of the 18th century; a selection of prints by 16th-century Italian artists who experimented with printing in color; drawings and prints of mountain landscapes; a group of works on paper that celebrate the bounty of Holland in the early 17th century; prints to which changes have been made by hand; Work Projects Administration (WPA) prints by African-American artists of the 1930s and '40s; and works on paper picturing subway commuters. Related Content Read about a selected group of architectural drawings from the Italian Renaissance and the unique way in which they were installed in the exhibition in this Now at The Met post ."
2017,Eighteenth-Century Pastel Portraits,"July 26–November 5, 2017",https://www.metmuseum.org/exhibitions/listings/2017/pastel-portraits,"Pastel portraiture flourished in 18th-century Europe owing to the medium's distinctive optical properties—its brilliant colors and warm glow. The powdery nature of pastel crayons allowed artists to bathe their sitters in flattering light. The dual nature of the paintings—realistic yet ephemeral—inspired in viewers a sense of wonder. This exhibition draws from a small but important group of French, Italian, German, and British pastels in the Museum's collection. Examining works by Rosalba Carriera, Charles Antoine Coypel, Adélaïde Labille-Guiard, and other leading portraitists, it explores the rising popularity of pastel in conjunction with artistic practices and technological advances of the day. Related Content In this Heilbrunn Timeline of Art History essay , learn about the increasing popularity of pastel in the 18th century as the medium moved aesthetically closer to painting."
2017,P.S. Art 2017: Celebrating the Creative Spirit of New York City Kids,"June 13–October 29, 2017",https://www.metmuseum.org/exhibitions/listings/2017/ps-art-2017,"P.S. Art is an annual celebration of achievement in the arts in New York City public schools. This juried exhibition of the work of talented young artists showcases the creativity of more than 100 prekindergarten through grade 12 students from all five boroughs and includes paintings, prints, sculptures, photographs, mixed-media works, collages, and drawings. Each work demonstrates personal expression, imaginative use of media, the results of close observation, and an understanding of artistic processes. Dedicated art teachers support students' creativity and help them look closely in order to respond to their worlds through art making. As students take art classes from one year to the next, they increase their understanding of art, sharpen their skills, and learn to harness their imaginations for artistic expression. A panel of arts specialists from the Department of Education and Studio in a School selected 393 semifinalists from 1,050 submissions. A jury of distinguished members of the New York City arts community, including staff of The Met, chose the works on display in P.S. Art 2017 . This exhibition celebrates the students' journeys and discoveries from early childhood to young adulthood. View this feature in full size. The New York City Department of Education would like to thank The Metropolitan Museum of Art for generously mounting, hosting, and helping to select works for this exhibition in the Ruth and Harold D. Uris Center for Education. The Department of Education also gratefully acknowledges Studio in a School for its sponsorship and substantial role in the coordination of P.S. Art 2017 ."
2017,"The Roof Garden Commission: Adrián Villar Rojas,The Theater of Disappearance","April 14–October 29, 2017",https://www.metmuseum.org/exhibitions/listings/2017/adrian-villar-rojas,"Argentinian artist Adrián Villar Rojas has transformed the Cantor Roof with an intricate site-specific installation that uses the Museum itself as its raw material. Featuring detailed replicas of nearly 100 objects from The Met collection, The Theater of Disappearance encompasses thousands of years of artistic production over several continents and cultures, and fuses them with facsimiles of contemporary human figures as well as furniture, animals, cutlery, and food. Each object—whether a 1,000-year-old decorative plate or a human hand—is rendered in the same black or white material and coated in a thin layer of dust. The artist has reconfigured the environment of the Cantor Roof by adding a new pergola, a grand tiled floor, a bar, public benches and augmented planting throughout the space. The Met's own alphabet has even been incorporated into the graphic identity of the project. To realize this extensive work, the artist immersed himself in the Museum and its staff for many months, holding conversations with the curators, conservators, managers, and technicians across every department who contributed to the realization of this installation. Please note that access to this installation is weather permitting. #CantorRoof Installation Views All photos courtesy of the artist; Marian Goodman Gallery; and Kurimanzutto, Mexico City. Photos by Jörg Baumann Additional support is provided by Cynthia Hazen Polsky and Leon B. Polsky. The catalogue is made possible by the Mary and Louis S. Myers Foundation Endowment Fund."
2017,Splendors of Korean Art,"October 1, 2016–October 22, 2017",https://www.metmuseum.org/exhibitions/listings/2016/splendors-of-korean-art,"This year-long presentation brings to The Met masterpieces from the National Museum of Korea. The exhibition offers stellar examples of Korean art in areas not often represented in American collections as well as treasured highlights from The Met collection. Organized chronologically from the Late Bronze Age to the 21st century, the exhibition conveys the broad framework of Korean art history. Among the objects reflecting key genres and themes of Korean art are strikingly modern-looking pots and glittering jewelry from ancient burial sites; exquisite gilded Buddhist sculpture from the seventh through the seventeenth century; sophisticated celadon and metalwork of the Goryeo dynasty; porcelain with delightful and distinctively Korean designs; and paintings on diverse subjects from the Joseon and early modern periods. #MetKoreanArt The exhibition is made possible in part by The Met's collaboration with the Ministry of Culture, Sports and Tourism of the Republic of Korea and the National Museum of Korea."
