Year,Title,Duration,URL,Description,Description_filtered
2015,Fashion and Virtue,"October 20, 2015–January 10, 2016",https://www.metmuseum.org/exhibitions/listings/2015/fashion-and-virtue,"Printed sources related to the design of textile patterns first appeared during the Renaissance. Six intricate interlaced designs, attributed to Leonardo da Vinci and later copied by Albrecht Dürer, stood at the beginning of a fruitful international exchange of pattern designs through print. From the 1520s, small booklets with textile patterns were published regularly. These pocket-sized, easy-to-use publications became an instant success and essentially formed the first fashion publications. This interdisciplinary exhibition, drawn largely from the Metropolitan Museum's own collection, combines printed pattern books, drawings, textile samples, costumes, paintings, and various other works of art to evoke the colorful world in which the Renaissance textile pattern books first emerged and functioned. Featured Media The exhibition is made possible by the Placido Arango Fund and the William Randolph Hearst Foundation. The Metropolitan's quarterly Bulletin program is supported in part by the Lila Acheson Wallace Fund for The Metropolitan Museum of Art, established by the cofounder of Reader's Digest .",printed source relate design textile pattern appear intricate interlaced design attribute copy stand beginning fruitful international exchange pattern design print small booklet textile pattern publish pocket sized easy use publication become instant success form first fashion publication interdisciplinary exhibition draw own collection combine print pattern book drawing textile sample costume painting various other work art evoke colorful world textile pattern book emerge function feature medium exhibition make possible quarterly program support part establish cofounder
2015,Drawings and Prints,"September 29, 2015–January 7, 2016",https://www.metmuseum.org/exhibitions/listings/2015/drawings-and-prints-september-rotation,"The Robert Wood Johnson, Jr. Gallery displays highlights of European and American prints, drawings, and illustrated books from the Museum's vast holdings of works on paper. Because of their sensitivity to light, these works cannot be on permanent exhibition; each installation remains on view for approximately thirteen weeks. The rotations of the gallery consist of diverse pieces—new acquisitions as well as works that might not find their way into a major exhibition. They are selected to show the breadth and quality of the Museum's holdings, ranging from the Renaissance to the present. Highlights from this rotation include academic figure drawings from the sixteenth through the twentieth century; a large-scale cartoon by Domenichino (Italian, 1581–1641); etchings by the nineteenth-century Spanish artist Mariano Fortuny; Renaissance and Baroque prints bequeathed by Phyllis Massar in 2011; figure studies and lithographs by John Singer Sargent (American, 1856–1925); and prints by American artists Frank Lobdell (1921–2013), Richard Tuttle (born 1941), James Siena (born 1957), and Thomas Nozkowski (born 1944).",display highlight european american print drawing illustrate book vast holding work paper sensitivity light work permanent exhibition installation remain view week rotation gallery consist diverse piece new acquisition work find way major exhibition select show breadth quality holding range present highlight rotation include academic figure drawing sixteenth twentieth century large scale cartoon etching nineteenth century spanish artist print bequeath figure study lithograph print american artist bear bear bear
2015,Christmas Tree and Neapolitan Baroque Crèche,"November 24, 2015–January 6, 2016",https://www.metmuseum.org/exhibitions/listings/2015/christmas-tree,"The Met continues a longstanding holiday tradition with the presentation of its Christmas tree, a favorite of both New Yorkers and visitors from around the world. The magnificently lit, twenty-foot blue spruce looms over a vivid eighteenth-century Neapolitan Nativity scene, enshrined in an abundant array of lifelike figures with silk-robed angels hovering above. The scene describes in detail the Mediterranean harbor town's multicultural society. The installation is set in front of the eighteenth-century Spanish choir screen from the Cathedral of Valladolid in the Museum's Medieval Sculpture Hall. Recorded Christmas music adds to the enjoyment of the holiday display. Please note: There are no tree-lighting ceremonies scheduled this year due to the European Paintings Skylights Project . However, seasonal music will continue to be played in the gallery throughout the installation. #MetChristmasTree The exhibit of the crèche is made possible by gifts to The Christmas Tree Fund and the Loretta Hines Howard Fund. Celebrating the Holidays at The Met: Five Things to Know Before your visit, learn more about our beloved Christmas tree presentation and the other festive installations on view this season in this Now at The Met article .",continue longstanding holiday tradition presentation tree favorite visitor world light foot blue spruce loom vivid eighteenth century scene enshrine abundant array lifelike figure silk robe angel hover scene describe detail harbor town multicultural society installation set front eighteenth century spanish choir screen record music add enjoyment holiday display note be tree light ceremony schedule year seasonal music continue play gallery installation exhibit crèche make possible gift celebrate thing know visit learn more beloved tree presentation other festive installation view season article
2015,Kongo: Power and Majesty,"September 18, 2015–January 3, 2016",https://www.metmuseum.org/exhibitions/listings/2015/kongo,"Central Africa's Kongo civilization is responsible for one of the world's greatest artistic traditions. This international loan exhibition explores the region's history and culture through 146 of the most inspired creations of Kongo masters from the late fifteenth through the early twentieth century. The earliest of these creations were diplomatic missives sent by Kongo sovereigns to their European counterparts during the Age of Exploration; they took the form of delicately carved ivories and finely woven raffia cloths embellished with abstract geometric patterns. Admired as marvels of human ingenuity, such Kongo works were preserved in princely European Kunstkammer , or cabinets of curiosities, alongside other precious and exotic creations from across the globe. With works drawn from sixty institutional and private lenders across Europe and the United States, Kongo: Power and Majesty relates the objects on view to specific historical developments and challenges misconceptions of Africa's relationship with the West. In doing so, it offers a radical, new understanding of Kongo art over the last five hundred years. #KongoPower Featured Media ""… splendid, thought-provoking exhibition""— Wall Street Journal ""This rigorous and unshowily erudite exhibition … is that rarest thing: a scholarly blockbuster.""— The Guardian ""Curator Alisa LaGamma … has fused aesthetics, history, ethnography and spectacle into an exhibition that is at once entertaining and serious, shocking and deeply satisfying.""— Financial Times The exhibition is made possible by the Gail and Parker Gilbert Fund and the Diane W. and James E. Burke Fund. The catalogue is made possible by The Andrew W. Mellon Foundation.",civilization responsible world great artistic tradition international loan exhibition explore region history culture inspire creation master late fifteenth early twentieth century early creation diplomatic missive send sovereign european counterpart take form carve ivory weave raffia cloth embellish abstract geometric pattern admire marvel human ingenuity such work preserve cabinet curiosity other precious exotic creation globe work draw institutional private lender relate object view specific historical development challenge misconception relationship do offer radical new understanding art last year medium splendid thought provoke exhibition rigorous erudite exhibition rare thing scholarly blockbuster fuse aesthetic history ethnography spectacle exhibition entertaining serious shocking satisfying exhibition make possible catalogue make possible
2015,In and Out of the Studio,"August 31, 2015–January 3, 2016",https://www.metmuseum.org/exhibitions/listings/2015/in-and-out-of-the-studio,"This exhibition presents one hundred years of portrait photography in West Africa through nearly eighty photographs taken between the 1870s and the 1970s. These works, many of which are being shown for the first time, are drawn from the Metropolitan Museum's Visual Resource Archives in the Department of the Arts of Africa, Oceania, and the Americas , with additions from the Department of Photographs . The installation seeks to expand our understanding of West African portrait photography by rendering the broad variety of these practices and aesthetics. It juxtaposes photographs, postcards, real photo postcards, and original negatives taken both inside and outside the studio by amateur and professional photographers active from Senegal to Cameroon and from Mali to Gabon. Among them are renowned artists such as Seydou Keïta, J. D. 'Okhai Ojeikere, and Samuel Fosso, as well as lesser-known practitioners who worked at the beginning of the century, including George A. G. Lutterodt, the Lisk-Carew Brothers, and Alex A. Acolatse. These photographers explored the possibilities of their medium, developing a rich aesthetic vocabulary through compelling self-portraits, staged images against painted backdrops or open landscapes, and casual snapshots of leisurely times. Regardless of their unique place in the history of photography in West Africa—from the formality of the earlier studio poses to the theatricality of Fosso's fantasies—the sitter's self-assured and unabashed presence fully engages the viewer. Photography allowed artists and patrons alike to express their articulation of what modernity looked like—one that was constantly reinvented.",exhibition present year portrait photography photograph take 1870 1970 work many show first time draw addition installation seek expand understanding west african portrait photography render broad variety practice aesthetic juxtapose photograph postcard real photo postcard original negative take studio amateur professional photographer active renowned artist such know practitioner work beginning century include photographer explore possibility medium develop rich aesthetic vocabulary compelling self portrait stage image paint backdrop open landscape casual snapshot leisurely time unique place history photography formality early studio pose theatricality fantasy self assure unabashed presence engage viewer photography allow artist patron express articulation modernity look one reinvent
2015,Arms and Armor,"November 11, 2014–January 3, 2016",https://www.metmuseum.org/exhibitions/listings/2014/art-of-collecting-arms-and-armor,"The permanent collection of the Department of Arms and Armor is one of the most encyclopedic in the world. To highlight the ongoing development of the collection's multicultural and interdisciplinary nature, this exhibition focuses on approximately forty works from Europe, the United States, Japan, India, and Tibet acquired between 2003 and 2014. Beyond the well-established categories of finely decorated armor, edged weapons, and firearms, the selection features drawings and prints, textiles, and other materials that are vital, but often unrecognized, aspects of the understanding and appreciation of arms and armor as a universal art form. Works on paper, textiles, and other select pieces will be rotated two to three times during the course of the exhibition.",permanent collection encyclopedic world highlight ongoing development collection multicultural interdisciplinary nature exhibition focus work acquire establish category decorate armor edge weapon firearm selection feature drawing print textile other material vital unrecognize aspect understanding appreciation arm armor universal art form work paper textile other select piece rotate time course exhibition
2015,About Face,"July 27–December 13, 2015",https://www.metmuseum.org/exhibitions/listings/2015/about-face,"The representation of human emotion through facial expression has interested western artists since antiquity. Drawn from The Metropolitan Museum of Art's collections of drawings, prints, and photographs, the diverse works in this installation, ranging from portraits and caricatures to representations of theater and war, reveal how expression underpinned narrative and provided a window onto the character and motivations of the subjects, the artists, and even their audience. Anchored by Charles Le Brun's Expressions of the Passions ( Caractères des passions ) and Guillaume-Benjamin-Armand Duchenne de Boulogne and Adrien Tournachon's photographic series The Workings of Human Physiognomy ( Mécanisme de la physionomie humaine ), this selection of works, dating from the sixteenth through the nineteenth century, traces the means through which artists such as Hans Hoffman, Jean-Baptiste Greuze, Thomas Rowlandson, and Francisco Goya explored the animated human face. The exhibition is made possible by The Horace W. Goldsmith Foundation.",representation human emotion facial expression have interested western artist antiquity draw collection drawing print photograph diverse work installation range portrait caricature representation theater war reveal expression underpin narrative provide window character motivation subject artist audience anchor caractère des passion photographic series selection work date sixteenth nineteenth century trace mean artist such explore animate human face exhibition make possible
2015,The Royal Hunt,"June 20–December 8, 2015",https://www.metmuseum.org/exhibitions/listings/2015/royal-hunt,"Expressions of imperial authority are universally embodied in royal imagery of the hunt, rulers pursuing prey as metaphors for power, and martial prowess. This theme is celebrated throughout the history of Indian painting and became ubiquitous in later Rajput painting. This exhibition features works from the Department of Asian Art , with loans from the Department of Islamic Art , the Department of Arms and Armor , and New York collections. Featured Media The exhibition is made possible by The Miriam and Ira D. Wallach Foundation Fund.",expression imperial authority embody royal imagery hunt ruler pursue prey metaphor power martial prowess theme celebrate history indian painting become ubiquitous late painting exhibition feature work loan collection feature medium exhibition make possible
2015,Wolfgang Tillmans,"January 26–November 15, 2015",https://www.metmuseum.org/exhibitions/listings/2015/wolfgang-tillmans,"Wolfgang Tillmans's installation Book for Architects (2014) is on view at the Metropolitan Museum for the first time since its debut at the 2014 Venice Architecture Biennale. Over a period of ten years, Tillmans (German, born 1968) photographed buildings in thirty-seven countries on five continents to produce Book for Architects . The 450 photographs are presented in a site-specific, two-channel video installation projected onto perpendicular walls. Book for Architects shows architecture through the eyes of the artist. Tillmans seeks to express the complexity, irrationality, madness, and beauty found in quotidian buildings, street patterns, and fragments of spaces. He achieves this from a technical standpoint by using standard lenses, which most closely approximate the perspective of the naked eye. Additionally, Tillmans designs the experience of the exhibition in the installation space itself—from the proximity and arrangement of the projected images to the seating, which is designed in a bleacher-like arrangement to enable a range of perspectives and views of the work. Through this cyclic series of photographs of largely anonymous building exteriors, interiors, city shots, and street views, Tillmans presents a personal portrait of contemporary architecture that will be familiar to everyone. This installation is made possible by The Modern Circle.",installation view first time debut period year bear photograph building country continent produce photograph present site specific channel video installation project perpendicular wall book show architecture eye artist seek express complexity irrationality madness beauty find quotidian building street pattern fragment space achieve technical standpoint use standard lense approximate perspective naked eye design experience exhibition installation space proximity arrangement project image seating design bleacher like arrangement enable range perspective view work cyclic series photograph anonymous building exterior interior city shot street view present personal portrait contemporary architecture familiar installation make possible
2015,Paintings by George Stubbs from the Yale Center for British Art,"April 6–November 8, 2015",https://www.metmuseum.org/exhibitions/listings/2015/george-stubbs,"Eight paintings by George Stubbs (1724–1806) have been lent to the Metropolitan Museum by the Yale Center for British Art, New Haven, while its Louis I. Kahn building is closed for renovation until 2016. The works are shown together with British old master paintings from the permanent collection. Stubbs's sporting pictures form part of the most important collection of British art outside the United Kingdom. Numbering more than two thousand paintings, and many thousands of drawings, watercolors, prints, rare books, and manuscripts, the collection was formed by Paul Mellon (1907–1999) and presented by him to Yale University. Mellon particularly admired the sensitive, highly observant artist, and bought his first Stubbs in 1936. He eventually owned nearly two hundred of the artist's works. Mellon's enthusiasm for the once-neglected Stubbs led to a major reassessment of the artist's achievement. Stubbs, the son of a Liverpool currier, was self taught. In the 1740s he made anatomical drawings at York County Hospital. In the later 1750s he dissected and minutely examined the carcasses of horses, preparing detailed studies which he took with him when he moved to London about 1759. The drawings of the anatomy of the horse probably won him his first major commissions. He painted the famous Whistlejacket (National Gallery, London) and, in 1762, Horse Attacking a Lion (Yale Center for British Art), both for the Marquis of Rockingham. He also prepared all of the engravings for the 1766 book Anatomy of the Horse . Stubbs depicted both figures and a wide variety of animals with an uncommon awareness of their particular qualities. We welcome the opportunity to show such fine examples of sporting art, particularly as the genre is largely unrepresented in the Metropolitan's collection. ""A rare and thrilling treat""— New York Times",painting lend building close renovation work show british old master painting permanent collection sporting picture form part important collection british art number more painting many thousand drawing watercolor print rare book manuscript collection form present admire sensitive observant artist buy first own artist work enthusiasm neglect lead major reassessment artist achievement son currier self teach 1740 make anatomical drawing later 1750 dissect examine carcass horse prepare detailed study take move drawing anatomy horse win first major commission paint famous attack prepare engraving book depict figure wide variety animal uncommon awareness particular quality welcome opportunity show such fine example sporting art genre unrepresented collection rare thrilling treat
2015,The Roof Garden Commission: Pierre Huyghe,"May 12–November 1, 2015",https://www.metmuseum.org/exhibitions/listings/2015/pierre-huyghe,"This spring Pierre Huyghe (born 1962, Paris) has installed the third in a new series of site-specific commissions for the Museum's Iris and B. Gerald Cantor Roof Garden. Huyghe has spent the past twenty-five years experimenting across media to create ritualistic, engaging encounters with art. His practice extends beyond the use of traditional art forms like drawing and film to materials uncommon in a fine-arts context, including living animals, plants, and other natural elements. At the Met, his project explores the transformation of cultural and biological systems through a dynamic gathering of components derived from the Museum's collection, architecture, and surroundings. Related Installation Pierre Huyghe: Human Mask—on view from April 27 through August 9, 2015, in gallery 916 —presents the New York premiere of Huyghe's new nineteen-minute video, Untitled (Human Mask) , which portrays a mysterious creature's resilience in the aftermath of natural and man-made disaster. Additional support is provided by Cynthia Hazen Polsky and Leon B. Polsky. The catalogue is made possible by the Mary and Louis S. Myers Foundation Endowment Fund.",spring bear instal third new series site specific commission spend past year experiment medium create ritualistic engage encounter art practice extend use traditional art form drawing film material uncommon fine art context include live animal plant other natural element project explore transformation cultural biological system dynamic gathering component derive collection architecture surrounding related view gallery present premiere new minute video portray mysterious creature resilience aftermath natural man make disaster additional support provide catalogue make possible
2015,Liturgical Textiles of the Post-Byzantine World,"August 3–November 1, 2015",https://www.metmuseum.org/exhibitions/listings/2015/liturgical-textiles,"Seldom-shown textiles from the fifteenth to the eighteenth century from the Museum's departments of European Sculpture and Decorative Arts , Medieval Art and The Cloisters , and Islamic Art demonstrate the longevity of imagery developed in the Byzantine era over a wide geographical range, from workshops in Georgia to Muscovy to Greece. These rich and complex woven silks and gold-embroidered details of liturgical vestments communicate the continuing prestige of the Orthodox Church and its clergy in the centuries following the fall of Byzantine Constantinople to the Ottoman Turks in 1453.",show textile fifteenth eighteenth century department islamic demonstrate longevity imagery develop era wide geographical range workshop rich complex woven silk gold embroider detail liturgical vestment communicate continue prestige clergy century follow fall
2015,Hungarian Treasure,"April 6–October 25, 2015",https://www.metmuseum.org/exhibitions/listings/2015/hungarian-treasure,"Nicolas M. Salgo (1914–2005), a Hungarian native and former United States ambassador to Budapest, was fascinated by the art of the goldsmith in Hungarian culture and formed his own ""treasury"" by collecting pieces that are individual and unique. This exhibition celebrates the gift to the Metropolitan Museum of the major part of the silver collection assembled by this focused collector over three decades. This large collection of silver—about 120 pieces, most dating from the fifteenth to the late eighteenth century—comprises a variety of types with especially refined appearance and high levels of craftsmanship, representing Hungarian silver at its best. The earliest works in the Salgo Collection are two rare medieval chalices ornamented with colorful filigree enamel. The intriguing shapes, inventive decoration, and historical importance of the objects—products of once-prosperous local aristocratic dynasties—make this ensemble exceptional. As a result of this generous gift, the Metropolitan Museum is now the only museum outside Hungary to possess such an array of sumptuous goldsmiths' work from the region. #HungarianTreasure Read blog posts related to this exhibition on Now at the Met . Featured Media",hungarian native former ambassador fascinate art goldsmith hungarian culture form own treasury collect piece individual unique exhibition celebrate gift major part silver collection assemble focused collector decade large collection silver piece date fifteenth late eighteenth century comprise variety type refined appearance high level craftsmanship represent hungarian silver good early work rare medieval chalice ornament colorful filigree enamel intriguing shape inventive decoration historical importance object product prosperous local aristocratic dynasty make ensemble exceptional result generous gift only museum possess array sumptuous goldsmith work region blog post relate exhibition feature medium
2015,Scenes from the Life of St. Martin,"May 11–October 25, 2015",https://www.metmuseum.org/exhibitions/listings/2015/life-of-saint-martin,"This installation features a series of rare fifteenth-century embroideries illustrating scenes from the life of Saint Martin (316–397), on display for the first time. These splendid examples of Franco-Flemish embroidery—in which detailed pictorial designs and luminous palettes were created by colored silk and metallic threads—highlight the sophistication of this highly prized medium. The seven embroideries on view, drawn from the Robert Lehman Collection and The Cloisters Collection, were part of a much larger ensemble, thirty-six of which are now dispersed among public and private collections. Probably removed from their original fabric support in the seventeenth century, they may have adorned a liturgical vestment, an altar frontal, or possibly a combination of the two, constituting a set of vestments. The installation includes a liturgical garment (a chasuble) with embroidered roundels, which serves to illustrate the context in which the Saint Martin series may have first appeared. The Saint Martin embroideries were probably designed by artists (several hands have been identified) from France or the Lowlands during the early fifteenth century. It is likely that a painter provided the design for the needlework, which was then carried out by specialized embroiderers. The embroideries share stylistic parallels with contemporary French and Flemish painting and manuscript illumination. While the patron remains unknown, Philip the Good of Burgundy, Pope Martin V, King Charles VII of France, and René d'Anjou—all of whom commissioned elaborate needlework—have been identified as possible patrons of this significant ensemble. The series could have been intended for a set of vestments for the Basilica of Saint Martin at Tours, the site of the Saint's tomb, or one of the many other churches dedicated to him. Saint Martin, born in present-day Hungary in the early fourth century, left the Roman army to devote his life to the Christian faith. He lived mostly in France, where he founded one of the earliest monastic establishments (near Poitiers) and became Bishop of Tours. An important figure in Western monasticism and a patron saint of France, Martin was a highly venerated saint known for performing miracles, as illustrated in several of the embroideries.",installation feature series rare fifteenth century embroidery illustrate scene life display first time splendid example embroidery detailed pictorial design luminous palette create colored silk metallic thread highlight sophistication prize medium embroidery view draw part large ensemble disperse public private collection remove original fabric support seventeenth century adorn liturgical vestment altar frontal combination constitute set vestment installation include liturgical garment chasuble embroider roundel serve illustrate context series appear embroidery design artist several hand identify early fifteenth century likely painter provide design needlework carry specialized embroiderer embroidery share stylistic parallel contemporary french flemish painting manuscript illumination patron remain unknown commission elaborate needlework identify possible patron significant ensemble series intend set vestment site tomb many other church dedicate bear present day early fourth century leave roman army devote life christian faith live found early monastic establishment become important figure western monasticism patron saint venerate saint know perform miracle illustrate several embroidery
2015,Selections from the Collection of Jefferson R. Burdick,"April 9–October 20, 2015",https://www.metmuseum.org/exhibitions/listings/2015/burdick-collection-april-rotation,"The Burdick baseball card collection constitutes an integral part of The Metropolitan Museum of Art's collection of ephemera and tells the history of popular printmaking in the United States. In 1947, after having approached A. Hyatt Mayor, the Museum's curator of prints and photographs, the Syracuse electrician Jefferson R. Burdick (1900–1963) began to donate his entire collection of approximately thirty thousand baseball cards in large batches, along with another 270,000 trade and postcards, to the Museum. The baseball cards collected by Burdick date from 1887 to 1959 and represent the most comprehensive collection outside of the Baseball Hall of Fame in Cooperstown, New York. The cards on view illustrate the history of baseball from the dead-ball era at the turn of the nineteenth century through the golden age and modern era of the sport. The baseball cards document the sport through various types of media—from lithography to photography—and imagery illustrating legends as well as the lesser-known players, owners, and teams that have contributed to the history of the game.",baseball card collection constitute integral part collection ephemera tell history popular printmaking approach curator print photograph electrician begin donate entire collection baseball card large batch trade postcard baseball card collect date represent comprehensive collection card view illustrate history baseball dead ball era turn nineteenth century golden age modern era sport baseball card document sport various type medium lithography photography imagery illustrate legend know player owner team contribute history game
2015,Treasures and Talismans,"May 1–October 18, 2015",https://www.metmuseum.org/exhibitions/listings/2015/treasures-and-talismans,"Rings are one of the oldest and most familiar forms of bodily adornment. Worn by both women and men, they serve as declarations of status, markers of significant life events, expressions of identity, and protective talismans. They also have been a source of boundless invention for goldsmiths and their clients. The rings featured in this exhibition come from the Griffin Collection, named after the mythical creature that is part lion and part eagle. In medieval lore, the griffin was often a guardian of treasure and was known to seek out gold in rocks. While the collection includes finger rings from across the ages, our selection focuses specifically on objects made in the ancient, medieval, and Renaissance periods. These were especially innovative moments in the development of finger rings, and the wide variety of designs on view testifies to the creative energy of premodern goldsmiths. Related works from the Metropolitan's collection highlight the connections between rings and other works of art, such as painting, metalwork, and manuscript illumination. Exploring the making of rings from raw material to finished product and from goldsmith to owner, this exhibition will highlight rings as both physical objects and works of art. The significance of rings in the lives of medieval and Renaissance people will be a featured topic. Also discussed will be the connection of rings to religion, superstition, love, marriage, and identity. ""As shown by [this] absorbing exhibition at the Cloisters, a ring can be a miniature sculpture of marvelous complexity, skill and imagination.""— New York Times ""A compact but beguiling exhibition""— Wall Street Journal The exhibition is made possible by the Estate of Eldridge Greenlee.",ring old familiar form bodily adornment wear woman man serve declaration status marker significant life event expression identity protective talisman source boundless invention goldsmith client ring feature exhibition come name mythical creature part lion part eagle medieval lore griffin guardian treasure know seek gold rock collection include finger ring age selection focus object make ancient medieval period innovative moment development finger ring wide variety design view testify creative energy premodern goldsmith related work collection highlight connection ring other work art such painting metalwork manuscript illumination explore making ring raw material finish product owner exhibition highlight ring physical object work art significance ring life medieval people feature topic discuss connection ring religion superstition love marriage identity show absorbing exhibition ring miniature sculpture marvelous complexity skill imagination compact beguiling exhibition exhibition make possible
2015,P.S. Art 2015,"June 9–October 18, 2015",https://www.metmuseum.org/exhibitions/listings/2015/ps-art-2015,"This year marks the thirteenth anniversary of P.S. Art , an annual exhibition of talented young artists from New York City's public schools. The selection showcases the creativity of eighty-eight prekindergarten through grade 12 students from all five boroughs and includes paintings, prints, sculptures, photographs, mixed-media works, collages, and drawings. Each piece demonstrates personal expression, imaginative use of media, close observation, and an understanding of artistic processes. This juried exhibition is also a celebration of public school achievement in the arts. Dedicated art teachers support students' creativity and help them look closely in order to respond to their worlds through art making. As students take art classes from one year to the next, they increase their understanding of art, sharpen their skills, and delve more deeply into their imaginations. We received over 900 submissions, which a panel of arts specialists from the Department of Education and Studio in a School narrowed down to 370 semifinalists. A jury of distinguished members of the New York City arts community, including staff of The Metropolitan Museum of Art, chose the eighty-eight works on display in P.S. Art 2015 . This exhibition celebrates the students' artistic journeys and discoveries from early childhood to young adulthood. The New York City Department of Education would like to thank The Metropolitan Museum of Art for generously mounting, hosting, and helping to select works for this exhibition in the Ruth and Harold D. Uris Center for Education. The Department of Education also gratefully acknowledges The Studio in a School Association, Inc. for its sponsorship and substantial role in the coordination of P.S. Art 2015 .",year mark thirteenth anniversary annual exhibition talented young artist public school selection showcase creativity prekindergarten grade student borough include painting print sculpture photograph mixed media work collage drawing piece demonstrate personal expression imaginative use medium close observation understanding artistic process juried exhibition celebration public school achievement art dedicated art teacher support student creativity help look order respond world art making student take art class year next increase understanding art sharpen skill delve imagination receive submission panel art specialist school narrow semifinalist jury distinguished member art community include staff choose work display art exhibition celebrate student artistic journey discovery early childhood young adulthood like thank mount host help select work exhibition acknowledge sponsorship substantial role coordination art
2015,Sargent: Portraits of Artists and Friends,"June 30–October 4, 2015",https://www.metmuseum.org/exhibitions/listings/2015/sargent-portraits-of-artists-and-friends,"Throughout his career, the celebrated American painter John Singer Sargent (1856–1925) created exceptional portraits of artists, writers, actors, dancers, and musicians, many of whom were his close friends. As a group, these portraits—many of which were not commissioned—are often highly charged, intimate, witty, idiosyncratic, and more experimental than his formal portraiture. Brilliant works of art and penetrating character studies, they are also records of relationships, influences, aspirations, and allegiances. Sargent: Portraits of Artists and Friends brings together ninety-two of the artist's paintings and drawings of members of his impressive artistic circle. The individuals seen through Sargent's eyes represent a range of leading figures in the creative arts of the time such as artists Claude Monet and Auguste Rodin, writers Robert Louis Stevenson and Henry James, and the actor Ellen Terry, among others. The exhibition features some of Sargent's most celebrated full-length portraits ( Dr. Pozzi at Home , Hammer Museum), his dazzling subject paintings created in the Italian countryside ( Group with Parasols [Siesta] , private collection), and brilliant watercolors ( In the Generalife , The Metropolitan Museum of Art) alongside lesser-known portrait sketches of his intimate friends ( Vernon Lee , 1881, Tate). The exhibition explores the friendships between Sargent and his artistic sitters, as well as the significance of these relationships to his life and art. #MetSargent The exhibition is made possible by The Marguerite and Frank A. Cosgrove Jr. Fund. It was organized by the National Portrait Gallery, London, in collaboration with The Metropolitan Museum of Art.",career celebrate american painter create exceptional portrait artist writer actor dancer musician many close friend group portrait many commission charge intimate witty idiosyncratic experimental formal portraiture brilliant work art penetrate character study record relationship influence aspiration allegiance sargent portrait bring artist painting drawing member impressive artistic circle individual see eye represent range lead figure creative art time such artist writer actor other exhibition feature celebrated full length portrait dazzle subject painting create italian countryside private collection brilliant watercolor know portrait sketch intimate friend exhibition explore friendship artistic sitter significance relationship life art exhibition make possible organize collaboration
2015,Drawings and Prints,"June 23–September 28, 2015",https://www.metmuseum.org/exhibitions/listings/2015/drawings-and-prints-june-rotation,"The Robert Wood Johnson, Jr. Gallery displays highlights of European and American prints, drawings, and illustrated books from the Museum's vast holdings of works on paper. Because of their sensitivity to light, these works cannot be on permanent exhibition; each installation remains on view for approximately thirteen weeks. The rotations of the gallery consist of diverse pieces—new acquisitions as well as works that might not find their way into a major exhibition. They are selected to show the breadth and quality of the Museum's holdings, ranging from the Renaissance to the present. Highlights from this rotation include engravings by the Renaissance printmaker Giovanni Jacopo Caraglio (Italian, ca. 1500/1505–1565); Italian and French ceiling designs; new acquisitions of designs for gold- and silversmith's work; recently acquired French drawings of the Neoclassical period; 1930s shoe designs by Erté (French [born Russia], 1892–1990) for Delman's Shoes, New York; prints and a drawing by Lucian Freud (British, 1922–2011); and a selection of prints by Brice Marden (American, born 1938).",display highlight european american print drawing illustrate book vast holding work paper sensitivity light work permanent exhibition installation remain view week rotation gallery consist diverse piece new acquisition work find way major exhibition select show breadth quality holding range present highlight rotation include engraving printmaker italian french ceiling design new acquisition design gold- work acquire french drawing neoclassical period shoe design bear print drawing selection print bear
2015,Discovering Japanese Art,"February 14–September 27, 2015",https://www.metmuseum.org/exhibitions/listings/2015/discovering-japanese-art,"The 2015 centennial of the Department of Asian Art offers an ideal opportunity to explore the history of the Museum's collection of Japanese art. Showcasing more than two hundred masterworks of every medium, this exhibition tells the story of how the Museum built its comprehensive collection of Japanese art beginning in the early 1880s, when it owned just a small, eclectic array of Japanese decorative arts. Works on view include the world-renowned Great Wave by Hokusai and brilliantly colored screen paintings such as Irises at Yatsuhashi by Ogata KÅrin and Morning Glories by Suzuki Kiitsu. For the first time in over a decade, magnificent sliding-door paintings that once belonged to the Zen temple RyÅanji in Kyoto are on display. Spanning ancient to modern times, the exhibition explores the trends that shaped art collecting and the reception of Japanese art in the United States. Moreover, it sheds light on key American collectors and curators whose passion for Japanese art helped the Museum build its world-class collection. See the schedule for public guided tours of the Japan galleries. Featured Media The exhibition is made possible by The Miriam and Ira D. Wallach Foundation Fund.",centennial offer ideal opportunity explore history collection japanese art showcase more masterwork medium exhibition tell story build comprehensive collection japanese art begin early 1880 own small eclectic array japanese decorative art work view include world renowne colored screen painting such iris kårin first time decade magnificent sliding door painting belong temple display span ancient modern time exhibition explore trend shape art collecting reception japanese art shed light key american collector curator passion japanese art help build world class collection see schedule public guide tour gallery feature medium exhibition make possible
